sleep_hours,study_hours,mobile_usage_hours,tv_hours,exercise_hours,extracurricular_hrs,friends_time_hrs,family_time_hrs,attendance_pct,stress_level,gender,exam_score
8.56,4.03,2.94,0.83,0.73,1.58,4.04,3.46,75.0,6,Female,65.17
7.7,6.53,1.66,1.9,2.84,0.88,1.84,2.34,61.0,6,Male,76.28
9.08,5.57,4.13,1.32,3.31,0.36,1.01,2.36,64.2,10,Female,67.97
8.41,3.03,3.29,3.43,1.46,0.52,2.22,1.97,77.4,2,Female,61.78
7.53,2.95,2.65,2.38,0.38,1.8,3.7,1.8,100.0,4,Female,62.28
9.09,5.24,3.16,1.28,2.09,0.0,1.41,0.7,80.8,4,Male,72.86
7.53,4.23,4.97,1.73,0.72,1.93,1.03,0.86,82.2,8,Female,58.17
7.99,4.46,2.19,2.13,1.06,1.95,0.78,2.16,82.6,7,Male,68.31
6.64,6.11,2.41,1.93,1.0,0.97,3.24,2.05,100.0,9,Male,72.27
7.08,5.64,5.13,2.27,1.1,0.22,1.05,2.17,72.7,6,Male,60.46
6.16,6.49,3.6,2.07,1.22,1.59,3.05,2.85,96.8,9,Female,65.42
8.19,1.6,4.37,0.61,0.45,0.86,2.17,2.08,73.2,1,Female,58.71
5.59,4.88,4.02,0.0,0.94,0.14,1.73,1.69,69.6,2,Male,63.72
7.94,5.54,3.45,1.63,2.32,2.54,1.5,1.81,77.0,7,Female,67.81
6.77,2.21,3.05,2.56,1.47,0.58,2.71,2.22,77.0,3,Female,49.79
8.41,3.52,4.58,1.64,1.6,0.17,1.75,1.66,84.7,3,Male,68.37
7.9,3.24,5.01,3.24,0.0,1.4,2.5,2.96,50.1,3,Female,52.36
9.18,4.53,4.91,1.95,2.26,1.15,2.9,1.99,79.8,2,Male,72.87
7.88,6.94,1.96,3.36,0.95,2.24,3.11,2.23,70.8,3,Female,80.22
5.11,7.53,5.2,3.15,2.4,0.93,3.43,1.27,69.3,10,Male,61.54
6.92,3.28,3.03,3.05,1.62,0.94,2.66,2.96,62.5,1,Male,60.45
5.59,5.29,2.52,0.8,1.05,1.43,1.45,3.3,73.6,10,Female,60.15
6.38,5.34,3.28,2.02,0.16,1.34,2.97,0.77,71.8,6,Male,58.63
8.81,5.08,4.58,3.22,3.24,1.36,3.16,2.36,72.9,8,Female,58.86
7.77,5.1,4.2,2.27,2.14,1.39,2.32,1.9,58.3,8,Female,65.83
6.16,4.96,3.17,2.55,2.19,1.32,2.21,2.26,79.2,1,Male,71.48
5.78,7.03,4.59,0.61,2.96,0.91,4.98,2.41,68.5,3,Female,72.88
7.04,6.15,3.68,3.92,1.68,1.78,1.21,0.0,58.4,9,Male,57.56
5.54,2.91,2.76,1.21,2.58,0.95,2.99,2.68,71.4,7,Female,55.95
6.19,5.69,2.58,0.01,1.12,1.76,3.55,3.0,68.7,4,Male,71.2
7.37,5.84,4.03,1.65,2.09,2.17,2.16,3.1,78.5,6,Male,68.66
8.39,4.97,3.39,0.0,1.0,0.73,2.33,1.15,71.3,5,Female,67.5
7.73,6.2,1.71,0.91,1.1,2.88,2.1,1.97,60.6,1,Female,81.41
4.25,4.78,4.6,4.56,1.58,0.7,2.5,1.51,67.3,10,Male,43.88
7.37,4.8,2.88,1.62,0.49,0.71,3.4,0.28,57.3,3,Female,65.22
7.09,4.68,5.57,0.57,1.76,1.58,2.3,1.44,91.6,9,Female,66.47
7.5,1.47,1.68,2.03,1.25,1.51,5.61,1.02,93.6,3,Male,56.48
8.94,4.38,3.27,1.1,0.0,1.25,2.05,2.3,95.0,7,Female,66.52
4.52,3.5,2.59,2.86,1.13,1.77,3.88,0.53,70.9,5,Female,49.56
6.29,2.72,2.23,1.11,1.22,1.38,3.04,1.12,93.6,9,Female,53.43
7.71,6.65,2.87,2.27,2.18,2.65,2.61,1.53,82.9,7,Male,70.21
5.1,5.26,5.8,0.85,1.73,1.16,3.97,2.69,68.1,6,Female,60.3
8.77,4.46,3.69,4.6,2.66,0.6,0.9,4.5,70.5,4,Female,63.1
7.44,3.65,2.47,2.5,1.92,0.81,2.93,2.27,75.9,9,Female,53.7
8.02,4.94,1.12,1.85,1.06,1.53,1.78,1.07,79.2,2,Female,76.41
6.31,5.99,1.26,1.71,1.45,1.54,2.06,1.39,82.4,6,Male,76.87
7.98,3.26,2.8,1.45,1.22,1.34,2.02,2.59,78.0,3,Male,62.55
8.28,4.49,2.68,1.24,1.89,0.61,1.54,0.79,73.8,5,Female,67.22
7.28,5.8,3.21,1.21,1.55,1.98,0.85,2.99,94.2,1,Male,83.51
7.28,1.6,0.55,3.68,1.0,2.56,2.89,2.25,76.6,7,Female,49.52
7.32,4.41,3.38,1.45,1.51,1.22,2.43,1.89,75.9,8,Male,59.82
5.96,3.86,4.84,0.0,1.87,2.47,2.2,0.48,75.4,7,Female,51.94
6.82,4.3,5.61,0.83,0.69,1.81,3.26,2.83,76.6,7,Male,54.9
6.82,3.75,1.04,2.93,1.75,2.75,2.95,1.31,61.7,1,Female,70.16
7.46,4.71,2.46,1.75,0.24,1.53,2.23,2.14,66.0,7,Male,63.45
8.2,7.39,2.39,1.87,2.38,1.3,5.55,1.86,100.0,4,Female,85.41
5.73,4.01,3.69,3.17,1.92,1.79,3.52,0.57,58.2,7,Female,47.55
6.85,4.94,1.91,1.22,2.8,0.9,4.94,1.79,81.3,7,Male,66.34
8.78,7.49,5.69,2.63,0.61,1.48,2.09,0.91,82.1,3,Male,74.67
6.11,3.67,3.56,1.33,2.41,2.13,2.75,1.41,90.2,2,Female,66.68
6.01,7.22,3.34,2.58,2.25,1.77,1.26,2.39,82.4,2,Male,80.21
7.24,4.51,5.57,1.61,1.35,1.18,2.17,2.63,100.0,5,Female,64.54
8.01,7.17,3.48,1.76,1.2,1.34,1.92,1.98,80.9,6,Female,77.01
7.01,5.63,4.02,2.82,0.63,1.73,5.5,1.2,94.2,1,Female,74.67
8.59,4.96,2.52,2.75,0.42,1.71,1.81,1.42,90.5,8,Male,64.13
8.03,4.4,1.72,1.83,0.9,1.73,2.27,1.4,96.5,3,Male,77.29
8.01,3.56,2.71,1.53,0.5,1.44,1.05,0.08,78.3,9,Male,59.68
7.66,4.61,6.34,3.6,2.78,0.62,3.03,2.07,82.8,7,Male,64.33
9.79,5.85,4.32,2.59,0.3,0.73,1.6,0.5,73.6,8,Female,66.78
6.75,4.48,3.86,1.61,1.62,1.52,3.42,2.07,79.9,3,Female,70.38
4.6,4.03,2.23,1.35,1.85,1.78,0.71,0.69,80.6,7,Male,61.56
8.93,4.12,4.68,3.02,1.79,1.69,2.38,0.91,53.1,7,Male,55.81
6.45,5.99,1.73,2.12,1.86,0.73,0.65,2.6,76.3,9,Female,64.24
7.13,6.34,1.46,1.84,2.26,1.09,2.01,2.02,88.7,6,Female,80.57
8.57,3.5,2.77,2.11,1.14,0.38,2.21,0.3,61.8,8,Male,54.8
5.08,3.5,6.04,2.34,1.57,0.23,1.9,1.5,66.2,5,Male,52.73
5.5,5.07,5.97,1.94,1.27,1.26,2.0,2.24,91.9,10,Male,57.06
5.08,6.79,2.91,3.2,2.54,2.15,3.47,1.44,94.1,8,Male,73.42
6.05,6.22,2.62,3.26,3.18,1.27,4.67,1.69,70.6,1,Female,73.37
7.53,2.62,1.37,2.53,0.54,2.54,2.84,2.22,80.1,8,Female,55.81
7.63,4.1,3.6,3.37,0.0,1.09,1.64,2.04,77.1,2,Female,58.34
7.33,3.1,3.71,2.01,1.96,1.22,2.56,1.11,92.1,1,Female,67.99
5.3,4.1,4.53,2.69,2.36,0.51,2.15,2.02,71.6,6,Male,57.61
4.23,6.91,4.68,3.0,3.07,0.96,3.39,1.74,73.5,5,Male,70.47
7.07,2.37,3.24,3.02,2.09,0.37,2.79,3.55,94.1,5,Male,56.3
6.43,2.07,4.22,2.92,2.62,0.12,0.92,1.91,66.0,5,Female,43.24
7.55,3.26,2.59,2.63,2.83,0.38,3.6,2.12,72.0,4,Male,59.34
7.84,4.93,4.2,3.96,2.67,1.26,3.47,2.23,79.6,10,Male,58.22
7.17,5.43,2.84,1.46,2.2,0.68,4.0,1.71,96.3,8,Male,70.17
7.91,5.16,4.1,1.84,0.47,0.85,1.98,1.35,63.7,8,Female,53.05
7.28,6.26,3.99,1.79,1.49,1.49,2.8,2.41,69.5,6,Male,68.56
7.64,1.86,3.59,1.63,1.74,0.12,1.32,2.42,85.1,8,Male,47.71
6.15,6.28,4.53,0.01,1.42,1.26,2.45,3.87,87.0,6,Male,75.98
6.78,4.03,1.46,3.37,1.47,1.79,2.9,2.67,80.5,10,Male,50.39
7.24,5.6,2.12,0.97,2.75,1.85,1.86,2.68,76.6,1,Female,84.06
7.98,2.51,3.15,2.17,0.89,1.56,2.84,2.65,79.6,8,Female,52.21
6.53,4.51,1.62,0.58,2.14,1.16,2.67,1.38,59.9,5,Female,58.73
7.63,4.85,2.97,2.62,1.75,0.76,2.05,0.87,79.2,4,Female,72.97
6.68,6.23,3.01,1.21,0.81,1.14,3.9,1.1,95.8,7,Male,75.04
6.86,2.12,5.2,0.86,0.64,2.36,2.27,2.62,62.2,10,Female,44.49
8.0,4.55,3.69,2.19,0.14,1.39,2.63,3.28,68.6,3,Female,65.37
4.61,2.87,4.84,1.3,1.89,1.13,1.03,2.66,73.2,5,Female,48.84
5.44,5.26,3.89,1.43,1.45,1.59,3.02,1.85,74.0,3,Male,66.22
5.22,5.67,2.8,2.17,0.84,1.23,2.02,3.51,100.0,9,Male,66.8
4.2,6.43,3.67,2.8,0.0,1.36,3.46,1.6,66.8,6,Female,57.83
6.19,3.7,4.45,1.18,1.85,1.03,1.19,0.97,64.4,3,Female,56.1
7.9,5.89,5.05,1.01,1.36,0.91,2.93,2.23,87.3,10,Female,65.9
6.66,6.54,3.33,2.02,0.93,1.9,0.32,3.16,70.2,3,Male,76.04
7.24,2.04,1.36,2.54,0.73,0.0,3.12,1.24,87.5,2,Male,62.01
8.31,5.42,1.27,3.46,1.31,1.54,2.33,0.47,75.6,3,Female,78.81
8.59,5.94,3.08,0.93,1.88,0.87,2.9,2.03,83.5,4,Male,80.41
6.92,4.11,0.46,1.68,1.24,0.0,1.9,2.69,59.2,3,Female,62.44
8.62,2.68,5.83,3.18,0.55,0.52,1.55,0.0,83.5,1,Female,57.83
7.11,5.91,4.28,3.97,1.45,1.17,2.07,2.88,80.6,10,Male,61.9
6.0,2.7,2.67,1.01,2.34,1.27,2.69,0.77,74.9,4,Male,59.79
6.29,4.23,2.06,1.26,1.53,1.72,3.08,2.65,63.2,10,Male,57.25
5.22,4.44,4.84,2.38,1.55,1.77,2.8,0.2,80.6,7,Male,54.29
5.93,5.57,2.05,1.42,1.24,0.12,1.56,0.67,86.7,9,Female,62.92
6.57,3.56,2.18,1.24,0.79,1.46,4.34,2.56,71.6,4,Female,63.18
7.96,3.47,2.5,2.24,0.76,1.71,2.83,3.09,71.9,7,Female,59.11
9.06,4.65,3.65,3.55,0.17,1.35,1.88,1.99,87.5,4,Male,69.23
5.34,6.01,4.31,0.69,2.44,1.55,2.92,4.16,98.5,4,Female,73.32
7.47,7.93,5.05,3.5,1.87,0.0,2.76,1.08,89.3,10,Male,76.0
5.75,2.24,4.86,1.43,1.57,0.51,2.32,1.07,80.8,9,Male,44.04
7.57,4.97,3.5,2.35,1.74,2.16,2.21,1.73,75.1,4,Female,68.43
6.84,2.87,4.83,3.59,1.77,1.0,3.48,1.69,77.7,1,Female,57.78
4.8,6.03,2.63,2.33,0.91,2.76,4.23,2.26,62.1,6,Male,62.11
8.11,3.09,1.13,1.7,1.24,0.31,0.46,1.33,76.1,10,Male,52.5
6.27,3.49,2.63,2.72,1.12,2.29,3.73,2.51,91.4,10,Female,54.7
6.36,3.62,2.45,1.83,3.51,0.77,2.52,2.49,78.5,5,Female,59.1
5.72,4.39,2.68,2.52,2.32,1.8,2.74,3.45,70.5,6,Male,61.06
6.21,4.98,2.25,1.8,1.63,0.99,3.85,1.56,69.4,9,Female,53.85
7.51,5.23,2.9,2.86,2.59,1.28,0.0,2.3,77.6,2,Male,69.36
6.77,4.49,4.31,0.61,2.49,1.62,3.31,2.55,63.2,3,Male,66.66
7.39,2.51,5.73,0.99,0.4,0.77,3.78,1.99,67.1,2,Male,49.08
7.43,5.59,1.26,0.59,1.32,1.76,1.81,1.81,96.4,6,Male,79.03
8.58,4.42,1.83,1.94,1.49,1.01,1.11,0.14,65.6,9,Male,61.55
6.59,6.24,2.47,0.47,1.99,1.32,4.14,2.08,68.4,4,Male,74.19
5.23,3.44,4.5,1.31,1.32,0.0,0.74,2.54,81.5,9,Female,47.65
8.28,2.1,3.23,0.89,1.42,0.96,2.92,1.95,72.7,6,Male,53.64
6.6,4.45,2.56,3.48,1.13,2.08,3.52,1.3,79.1,3,Male,63.16
8.34,6.44,4.43,1.01,2.34,1.69,2.9,0.49,88.4,10,Female,73.13
7.46,4.74,4.74,0.71,0.35,1.82,3.06,2.41,59.4,7,Male,55.93
6.84,4.2,3.48,2.25,1.16,1.24,2.23,2.03,87.1,6,Female,61.21
7.42,3.19,2.44,3.69,0.03,2.37,2.96,3.25,71.0,2,Male,62.73
9.34,7.14,3.85,1.88,0.68,1.4,1.79,0.7,74.6,6,Female,74.88
9.49,2.96,3.2,1.96,1.75,0.74,1.92,1.58,100.0,3,Female,64.48
7.08,3.41,3.19,3.29,1.77,1.8,2.54,0.81,61.2,5,Male,51.98
7.19,5.36,2.83,2.88,1.25,1.85,0.96,2.92,85.1,10,Female,66.95
8.29,1.72,4.7,2.43,2.4,1.64,3.08,3.12,91.5,10,Female,48.75
5.99,6.41,3.82,1.42,2.58,0.92,0.02,3.73,69.8,5,Female,73.24
7.4,5.44,4.85,2.46,1.44,1.4,2.86,2.47,70.0,4,Male,66.75
6.97,5.85,5.24,0.64,1.7,2.18,2.96,2.71,73.6,3,Male,76.65
7.38,5.34,4.1,1.38,1.14,1.53,1.71,2.39,69.7,3,Female,63.69
6.0,4.26,2.84,3.43,2.0,0.17,1.27,2.52,78.8,6,Male,59.29
5.09,2.91,4.85,3.3,0.54,0.76,2.09,2.04,88.7,10,Female,42.51
4.51,4.29,4.11,2.44,2.94,0.73,3.14,2.56,73.6,9,Male,51.21
5.66,3.04,6.88,0.07,2.41,0.67,2.85,3.93,89.1,3,Male,59.7
6.45,5.23,3.9,0.79,0.54,0.0,1.39,2.2,94.8,9,Male,65.0
6.65,5.71,4.41,1.32,0.87,2.52,2.61,2.02,83.2,5,Male,68.38
9.32,6.72,3.88,1.83,1.84,0.59,2.76,2.18,84.3,7,Female,71.51
8.33,5.06,3.37,0.75,1.23,0.64,2.72,1.87,70.9,3,Male,78.09
5.85,5.89,3.16,1.75,1.94,0.0,1.51,2.22,46.5,9,Female,56.89
7.42,4.05,3.88,3.77,1.21,1.81,2.66,1.84,85.0,5,Female,61.48
6.51,3.78,4.18,2.4,2.72,1.14,3.42,3.03,87.6,8,Female,60.75
6.66,5.21,5.0,2.22,1.51,0.95,3.04,2.94,80.9,3,Female,65.72
7.22,3.92,3.9,0.98,3.44,0.99,2.91,3.95,88.9,10,Female,63.99
7.74,4.9,2.9,0.36,1.98,1.61,4.14,1.98,71.4,5,Female,67.87
6.59,2.91,3.08,0.77,0.42,0.86,2.67,2.26,84.2,7,Female,59.61
8.28,3.18,1.78,0.32,3.17,0.0,1.66,2.22,95.7,6,Male,70.44
5.63,5.45,5.66,2.08,2.38,0.3,1.66,2.18,86.0,6,Female,60.87
7.01,5.83,2.8,2.38,1.8,0.26,2.68,3.02,94.1,3,Male,82.84
10.12,3.02,4.76,1.03,2.02,1.39,1.06,0.54,94.2,10,Male,61.05
7.27,5.51,3.86,2.15,0.55,1.85,2.19,2.41,63.3,3,Male,65.84
8.72,3.7,3.89,3.47,0.06,2.23,2.96,3.8,86.6,4,Female,59.7
7.11,4.52,3.35,3.96,1.47,0.06,3.67,3.23,70.4,5,Female,61.45
7.7,6.63,2.48,2.77,2.6,1.63,0.96,3.12,64.7,5,Female,80.31
6.93,5.71,2.24,1.83,1.82,0.77,2.6,2.76,74.6,3,Male,75.11
6.8,5.69,5.75,2.74,2.87,3.25,2.43,1.46,99.0,9,Male,67.03
6.06,7.36,3.65,3.35,2.56,2.17,2.54,1.33,71.5,7,Male,75.42
7.52,3.44,4.96,0.0,1.52,2.39,2.64,1.33,56.9,10,Male,50.79
5.98,3.02,5.3,3.48,2.45,1.76,2.47,0.98,60.7,4,Male,47.69
7.8,3.42,2.97,1.46,2.72,1.47,3.89,2.85,83.7,5,Male,62.89
8.3,4.12,4.05,1.47,1.44,0.92,3.74,3.32,68.9,6,Female,62.18
7.44,0.97,3.56,1.65,1.33,0.78,4.64,2.39,53.5,6,Female,42.32
6.66,4.19,2.0,2.32,1.61,0.64,2.49,2.72,61.1,2,Male,67.87
7.54,3.68,3.26,0.89,0.0,1.63,2.09,2.26,80.0,9,Male,57.13
6.63,5.68,4.26,1.72,1.72,2.29,1.53,2.51,87.4,10,Female,66.1
8.12,5.03,2.85,2.53,2.08,0.95,1.98,0.09,72.7,6,Female,67.44
4.8,3.6,3.08,2.22,1.62,0.69,3.21,2.28,85.8,4,Female,60.91
6.6,5.38,3.27,2.38,1.78,0.16,3.37,1.62,89.0,5,Female,70.07
4.61,5.58,6.24,1.68,1.47,1.37,3.18,1.96,68.6,1,Male,62.39
5.21,3.35,1.12,2.69,0.0,2.06,1.84,2.2,76.5,1,Male,62.14
8.64,3.76,4.15,3.06,2.83,2.1,1.84,1.36,70.8,4,Male,64.97
8.07,1.16,3.17,3.0,1.21,2.16,4.46,1.03,84.5,3,Female,53.42
6.14,2.86,2.67,2.43,1.01,1.49,1.67,1.33,70.7,3,Female,60.35
5.2,3.39,3.14,2.94,2.59,1.26,3.92,0.7,63.4,4,Male,53.96
3.44,4.61,4.37,2.87,2.28,2.1,2.9,0.96,78.6,2,Female,56.21
6.35,3.08,4.44,4.68,1.72,0.42,1.77,1.08,91.3,5,Female,50.27
9.9,3.73,3.74,3.22,2.12,0.89,1.32,0.71,84.1,1,Female,71.16
7.52,2.66,4.92,1.91,0.58,2.4,1.81,2.48,90.1,8,Female,54.6
6.33,4.76,5.15,1.09,1.44,0.45,2.92,1.19,89.0,7,Female,57.74
7.56,5.14,4.56,1.74,2.54,1.18,1.59,0.32,78.5,2,Female,73.68
5.13,5.1,2.79,1.67,0.96,1.64,4.05,1.64,70.8,2,Female,63.57
6.64,4.52,4.14,2.51,0.7,1.26,2.29,1.0,67.6,1,Female,64.08
7.12,2.19,4.15,1.3,1.56,2.0,3.2,3.31,59.0,2,Male,55.78
6.9,3.57,2.44,3.19,1.58,2.27,3.12,2.12,92.3,6,Female,58.66
7.95,3.89,1.46,0.61,2.02,1.54,4.12,0.68,74.0,1,Female,73.45
7.41,3.9,0.87,0.37,0.4,2.17,2.06,2.51,57.5,1,Female,74.12
7.8,4.61,3.59,1.86,0.0,0.55,2.61,2.08,92.8,6,Male,64.11
6.17,6.64,3.89,1.16,2.24,1.09,1.1,1.79,79.1,10,Male,67.12
8.08,5.72,1.96,0.74,0.63,2.88,2.6,3.42,89.6,5,Male,79.32
8.95,3.02,4.86,1.36,1.01,2.56,3.64,1.12,74.9,3,Female,61.2
5.84,5.52,3.7,1.24,0.0,0.31,2.72,2.93,68.5,9,Male,56.47
5.93,5.46,5.25,2.01,2.32,1.19,4.81,1.63,83.3,9,Male,57.88
8.6,3.29,3.98,1.38,1.78,1.3,3.02,1.98,84.3,9,Female,52.6
6.77,5.77,2.11,1.46,1.75,1.49,1.96,1.33,74.6,4,Female,74.71
8.68,4.26,4.1,2.0,1.74,2.09,2.96,1.38,93.8,1,Female,71.33
6.47,2.39,4.37,3.01,0.0,2.49,1.04,1.61,89.3,10,Male,46.25
8.75,5.18,2.79,3.47,0.71,1.23,1.7,0.29,84.8,9,Female,66.11
7.16,4.83,1.63,2.15,1.14,1.99,1.28,2.31,64.7,6,Male,66.65
7.31,4.16,3.63,2.23,0.9,1.65,2.52,2.1,63.0,8,Male,52.13
8.88,4.44,2.2,1.82,1.28,1.19,2.44,0.65,92.4,10,Female,65.41
6.57,3.42,4.96,2.48,1.7,0.01,3.71,2.59,51.7,1,Male,53.63
5.87,5.42,2.97,2.39,2.31,1.91,2.4,3.31,76.9,5,Male,66.64
6.46,4.43,5.74,3.33,0.32,1.62,1.5,1.4,79.8,9,Male,56.55
7.54,4.75,0.74,0.11,1.49,1.47,4.06,1.29,72.1,8,Female,63.85
5.12,5.04,3.68,1.77,2.07,0.51,0.0,3.0,77.6,2,Female,70.11
7.76,2.77,5.36,2.34,0.76,2.57,2.54,2.36,83.0,1,Female,65.13
6.35,3.16,2.34,1.97,1.35,1.31,2.72,1.88,71.0,4,Male,59.16
8.38,1.19,3.29,1.06,1.87,0.4,2.49,2.73,88.6,5,Male,53.36
4.13,5.35,2.98,0.7,1.51,0.29,3.0,2.25,85.0,2,Female,67.41
6.06,2.68,2.61,2.81,2.04,1.67,2.61,3.29,75.8,3,Male,54.32
4.98,4.7,3.82,1.24,1.58,1.7,3.0,1.98,68.1,6,Female,58.04
6.01,5.06,1.82,0.25,1.25,0.88,1.9,2.38,76.9,8,Male,64.95
7.3,5.4,3.36,2.86,0.56,1.52,1.04,2.99,100.0,6,Male,70.19
6.78,2.69,4.17,2.46,1.7,1.67,2.45,0.0,68.9,6,Female,54.04
6.7,4.4,3.22,1.88,1.58,1.3,1.47,3.02,96.4,8,Male,63.84
6.81,7.01,2.2,1.09,0.71,0.71,1.77,1.55,56.9,7,Female,65.24
7.24,7.07,4.84,1.89,1.97,1.87,3.66,2.45,67.7,3,Male,79.67
5.79,5.98,4.45,3.22,2.51,1.79,4.06,3.5,71.5,3,Male,65.09
7.85,5.01,2.15,0.39,0.97,1.6,3.64,1.72,89.4,2,Female,78.8
7.8,2.99,1.82,0.44,0.92,0.62,3.46,1.59,78.7,2,Female,67.39
7.46,5.58,2.26,1.37,0.89,0.27,2.56,1.95,93.7,9,Female,68.01
7.67,4.26,4.21,1.97,0.16,1.25,3.52,0.69,74.0,7,Male,58.91
7.36,5.34,3.86,1.5,3.1,1.85,2.86,3.98,77.4,7,Female,69.14
9.44,3.55,4.53,2.64,1.14,1.93,4.45,1.96,74.1,5,Male,59.1
6.9,4.24,3.08,3.09,0.81,1.61,1.58,3.48,100.0,1,Male,66.67
6.63,4.75,2.3,2.28,0.6,0.88,3.17,1.7,64.6,5,Male,56.31
6.1,4.87,4.69,2.56,1.19,0.64,1.24,2.03,71.9,2,Female,71.77
5.76,5.24,2.78,2.27,0.94,1.19,3.18,2.85,66.3,10,Male,57.53
5.51,3.63,3.74,2.01,2.65,1.19,0.78,1.01,84.9,5,Male,63.62
5.93,2.49,1.49,0.71,0.5,1.98,1.29,1.91,64.3,2,Male,66.07
6.92,6.94,2.76,0.97,0.27,0.86,1.22,2.82,99.9,3,Male,82.48
7.4,8.23,4.81,0.65,1.94,0.92,2.75,1.81,79.0,7,Male,78.09
7.06,5.17,2.57,1.85,1.41,2.64,2.85,1.57,82.9,5,Male,65.82
6.08,2.51,4.56,2.23,1.32,2.29,4.95,3.0,83.6,1,Male,56.65
8.08,3.34,0.47,0.55,1.95,0.58,2.41,3.26,77.8,4,Male,68.79
7.89,5.26,2.77,2.07,1.61,2.23,3.27,3.4,79.5,7,Male,67.85
6.81,6.51,3.28,1.12,1.46,0.41,2.66,1.39,79.0,6,Male,74.72
6.22,2.68,5.77,0.93,0.38,0.9,3.19,1.48,84.2,6,Male,50.75
7.66,4.31,1.98,1.37,0.17,0.98,2.64,1.58,68.1,7,Female,63.1
7.23,4.79,4.37,0.88,0.94,1.15,3.6,2.65,66.1,8,Female,54.17
5.26,5.8,4.87,2.61,0.63,1.63,1.45,0.92,87.9,5,Male,64.58
6.92,3.98,2.56,1.83,1.72,1.27,0.05,0.97,78.0,8,Male,61.17
7.31,2.15,3.01,2.82,0.06,1.63,2.92,1.36,53.9,10,Male,44.92
5.92,5.43,3.68,1.56,1.14,0.92,0.69,1.16,72.3,2,Female,69.53
7.23,6.19,1.57,1.59,1.36,1.46,3.81,2.8,96.4,8,Female,74.34
5.25,4.38,2.91,3.87,1.47,1.26,1.95,2.74,76.1,3,Female,64.92
8.6,5.11,5.16,0.38,1.82,0.23,1.46,1.57,71.6,2,Female,71.15
8.5,3.79,4.18,3.28,1.24,1.54,5.2,1.83,60.1,3,Male,59.91
6.7,3.23,3.3,3.65,0.97,1.27,2.48,0.0,71.2,10,Female,47.15
7.44,6.04,3.65,2.77,2.5,0.7,2.29,1.59,64.0,7,Female,64.46
4.11,5.08,4.26,1.67,1.24,0.9,3.25,3.12,83.2,5,Male,58.38
5.61,5.24,4.5,3.43,2.64,0.92,3.32,1.54,78.6,3,Female,64.57
6.65,6.75,2.78,1.68,1.24,1.03,3.64,1.02,73.6,6,Male,69.77
5.71,2.92,5.5,1.29,1.49,2.43,1.17,3.24,68.9,6,Female,46.22
7.86,3.67,5.21,1.61,1.39,2.66,3.04,1.0,96.3,5,Male,65.24
9.4,4.74,4.38,1.43,1.68,0.0,2.21,3.39,69.5,5,Male,68.72
5.59,3.65,2.4,1.05,1.16,1.54,1.58,4.6,69.6,8,Male,53.49
6.0,5.67,2.17,3.11,1.58,1.87,2.55,1.9,75.1,6,Male,64.31
7.28,4.22,3.08,1.23,2.72,1.05,0.69,3.12,76.8,1,Male,74.63
8.93,3.01,3.58,1.97,2.34,1.85,3.42,0.5,83.8,4,Male,68.82
5.53,4.6,1.2,0.56,2.34,2.36,2.21,0.46,89.2,1,Male,79.32
7.3,4.76,4.14,2.03,0.43,0.24,2.02,1.28,88.3,10,Female,60.32
9.19,5.9,5.17,0.84,0.56,1.29,2.36,2.74,100.0,4,Female,77.03
5.02,5.09,4.25,0.82,1.67,2.57,2.33,2.0,57.7,10,Male,54.08
5.46,5.19,2.62,1.89,2.12,0.33,3.64,1.83,80.8,3,Male,67.89
6.49,4.98,2.47,3.06,1.08,1.12,1.4,0.84,71.8,4,Female,63.03
6.38,4.22,3.89,2.44,0.94,0.89,2.12,1.89,100.0,5,Male,64.09
7.98,3.43,3.3,2.51,2.62,1.94,2.28,1.42,80.1,10,Male,53.47
7.29,4.93,4.08,1.87,2.05,2.03,1.43,1.17,53.6,1,Male,65.9
4.87,4.0,4.28,1.66,2.35,1.31,2.66,1.09,83.2,8,Male,52.57
7.62,7.03,4.92,2.79,1.15,1.22,1.78,2.17,81.2,7,Male,70.03
6.31,6.51,2.03,1.44,1.08,0.0,1.1,1.35,87.1,3,Female,78.15
8.53,5.45,3.79,2.83,2.26,2.2,3.03,1.99,69.3,9,Female,58.0
6.25,5.07,3.03,3.24,1.29,0.95,4.05,0.41,81.9,6,Female,58.82
6.24,4.37,3.37,1.16,1.01,1.1,2.55,2.45,74.8,6,Female,64.6
7.65,2.61,4.62,1.31,0.77,1.88,2.4,2.22,69.9,4,Male,54.79
7.92,4.18,4.77,1.45,1.09,1.34,2.38,1.79,82.1,5,Female,64.48
7.54,4.65,5.32,0.53,2.2,1.9,1.98,2.15,79.8,9,Female,61.89
4.98,4.84,4.05,1.53,0.29,1.62,3.67,2.84,90.6,10,Female,54.32
7.65,5.2,3.36,3.3,2.0,1.34,2.59,0.7,78.3,9,Female,59.05
5.76,5.88,3.17,0.95,0.93,1.42,0.32,2.06,85.2,4,Male,71.27
7.28,3.46,1.24,3.33,1.33,0.41,3.7,0.83,63.5,7,Female,59.64
5.29,3.48,5.24,1.57,1.38,1.1,3.45,2.08,94.7,10,Male,47.13
7.54,6.68,3.08,4.11,1.32,1.96,3.1,1.77,68.7,7,Male,73.18
6.03,5.66,4.16,1.32,1.27,0.57,0.0,1.98,88.8,1,Male,73.96
5.46,3.91,4.38,1.86,1.14,0.7,2.5,2.76,81.2,8,Male,51.53
